vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id,make_name,make_type,region,country,population,density,year_stolen,month_stolen,weekday_stolen
3940,Hatchback,619.0,2012.0,AQUA,Blue,2022-03-04,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Friday
3941,Utility,587.0,2021.0,NAVARA,White,2021-12-21,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,12,Tuesday
3942,Utility,587.0,2021.0,NAVARA,Red,2022-03-12,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Saturday
3943,Hatchback,619.0,1988.0,COROLLA XL,Blue,2022-03-29,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Tuesday
3944,Stationwagon,619.0,2005.0,ESTIMA,Silver,2022-04-02,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,4,Saturday
3945,Stationwagon,512.0,2006.0,X5,White,2022-03-26,102,BMW,Luxury,Auckland,New Zealand,"1,695,200",343.09,2022,3,Saturday
3946,Saloon,550.0,2012.0,ACCORD,Grey,2022-04-05,108,Honda,Standard,Manawatū-Whanganui,New Zealand,"258,200",11.62,2022,4,Tuesday
3947,Stationwagon,507.0,2006.0,S4,Grey,2022-02-07,103,Audi,Standard,Waikato,New Zealand,"513,800",21.5,2022,2,Monday
3948,Hatchback,576.0,2000.0,FAMILIA,White,2022-02-02,102,Mazda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Wednesday
3949,Saloon,550.0,2007.0,ACCORD,Grey,2021-11-30,103,Honda,Standard,Waikato,New Zealand,"513,800",21.5,2021,11,Tuesday
3950,Stationwagon,619.0,2009.0,AVENSIS,Black,2022-01-10,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2022,1,Monday
3951,Saloon,512.0,2007.0,650I,Black,2022-01-29,108,BMW,Luxury,Manawatū-Whanganui,New Zealand,"258,200",11.62,2022,1,Saturday
3952,Saloon,619.0,1996.0,CYNOS,Blue,2022-01-01,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Saturday
3953,Utility,576.0,2002.0,BOUNTY,White,2022-02-01,109,Mazda,Standard,Wellington,New Zealand,"543,500",67.52,2022,2,Tuesday
3954,Saloon,587.0,2008.0,SKYLINE,Black,2022-03-25,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Friday
3955,Hatchback,587.0,2006.0,TIIDA,Gold,2022-01-07,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Friday
3956,Hatchback,587.0,2015.0,MARCH,Silver,2022-04-03,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,4,Sunday
3957,Hatchback,619.0,2021.0,COROLLA,White,2022-04-05,109,Toyota,Standard,Wellington,New Zealand,"543,500",67.52,2022,4,Tuesday
3958,Hatchback,619.0,2021.0,COROLLA,White,2022-02-01,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Tuesday
3959,Stationwagon,568.0,2013.0,RANGE ROVER,Black,2022-02-28,114,Land Rover,Luxury,Canterbury,New Zealand,"655,000",14.72,2022,2,Monday
3960,Saloon,548.0,2007.0,COMMODORE,Grey,2021-12-18,102,Holden,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,12,Saturday
3961,Saloon,576.0,2005.0,AXELA,Blue,2022-03-04,114,Mazda,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Friday
3962,Hatchback,576.0,2007.0,AXELA,Red,2022-03-31,101,Mazda,Standard,Northland,New Zealand,"201,500",16.11,2022,3,Thursday
3963,Mobile Home - Light,587.0,1991.0,CIVILIAN,Blue,2021-12-03,114,Nissan,Standard,Canterbury,New Zealand,"655,000",14.72,2021,12,Friday
3964,Hatchback,619.0,2014.0,AQUA,Silver,2022-01-26,103,Toyota,Standard,Waikato,New Zealand,"513,800",21.5,2022,1,Wednesday
3965,Saloon,540.0,2000.0,LASER,Red,2022-03-05,104,Ford,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,3,Saturday
3966,Hatchback,512.0,2010.0,MINI,White,2022-03-30,102,BMW,Luxury,Auckland,New Zealand,"1,695,200",343.09,2022,3,Wednesday
3967,Saloon,512.0,2001.0,320I,Red,2022-02-26,107,BMW,Luxury,Taranaki,New Zealand,"127,300",17.55,2022,2,Saturday
3968,Light Van,540.0,1988.0,COURIER XLT,White,2022-01-25,109,Ford,Standard,Wellington,New Zealand,"543,500",67.52,2022,1,Tuesday
3969,Sports Car,507.0,2014.0,RS5,Grey,2022-03-27,102,Audi,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Sunday
3970,Hatchback,619.0,2016.0,AQUA,Grey,2022-03-01,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Tuesday
3971,Hatchback,578.0,2021.0,3,Yellow,2022-01-16,102,MG,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Sunday
3972,Stationwagon,550.0,2012.0,CRV,White,2022-04-04,109,Honda,Standard,Wellington,New Zealand,"543,500",67.52,2022,4,Monday
3973,Hatchback,619.0,2014.0,AQUA,White,2022-04-03,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,4,Sunday
3974,Saloon,576.0,2005.0,ATENZA,Black,2022-03-12,104,Mazda,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,3,Saturday
3975,Saloon,619.0,2007.0,MARKX,Black,2022-02-03,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Thursday
3976,Utility,540.0,2016.0,RANGER,White,2022-02-19,102,Ford,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Saturday
3977,Hatchback,619.0,2014.0,AQUA,Silver,2022-01-23,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Sunday
3978,Hatchback,619.0,2015.0,AQUA,White,2022-03-31,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Thursday
3979,Stationwagon,580.0,2022.0,OUTLANDER,Black,2022-01-26,102,Mitsubishi,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Wednesday
3980,Hatchback,619.0,2007.0,PRIUS,Blue,2022-01-13,104,Toyota,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,1,Thursday
3981,Trailer,595.0,1992.0,ECONOMY,Black,2021-12-18,102,Pinto,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,12,Saturday
3982,Convertible,539.0,1993.0,348 SP,Yellow,2021-10-21,102,Ferrari,Luxury,Auckland,New Zealand,"1,695,200",343.09,2021,10,Thursday
3983,Trailer,549.0,1993.0,COBRA,Blue,2022-01-23,108,Homebuilt,Standard,Manawatū-Whanganui,New Zealand,"258,200",11.62,2022,1,Sunday
3984,Boat Trailer,623.0,1981.0,LOCAL,Grey,2022-01-19,103,Trailer,Standard,Waikato,New Zealand,"513,800",21.5,2022,1,Wednesday
3985,Stationwagon,578.0,2021.0,HS,Black,2022-03-16,102,MG,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Wednesday
3986,Saloon,580.0,1980.0,LANCER,White,2021-11-29,114,Mitsubishi,Standard,Canterbury,New Zealand,"655,000",14.72,2021,11,Monday
3987,Sports Car,577.0,2014.0,CLA180,Silver,2022-03-12,102,Mercedes-Benz,Luxury,Auckland,New Zealand,"1,695,200",343.09,2022,3,Saturday
3988,Flat Deck Truck,619.0,1989.0,HILUX 2.0,White,2021-11-17,105,Toyota,Standard,Gisborne,New Zealand,"52,100",6.21,2021,11,Wednesday
3989,Utility,580.0,1989.0,L200 D/CAB,Grey,2022-03-29,114,Mitsubishi,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Tuesday
3990,Saloon,619.0,1989.0,COROLLA,Red,2021-11-27,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Saturday
3991,Stationwagon,619.0,1998.0,HILUX,Silver,2022-03-24,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Thursday
3992,Utility,540.0,1990.0,COURIER 4 X 4,Silver,2022-01-05,104,Ford,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,1,Wednesday
3993,Utility,556.0,1990.0,SPACE CAB,White,2022-01-10,114,Isuzu,Standard,Canterbury,New Zealand,"655,000",14.72,2022,1,Monday
3994,Utility,580.0,1990.0,L200 SPORT D/CAB,Gold,2021-11-02,109,Mitsubishi,Standard,Wellington,New Zealand,"543,500",67.52,2021,11,Tuesday
3995,Caravan,504.0,1973.0,CARAVAN,Orange,2021-12-15,106,Anglo,Standard,Hawke's Bay,New Zealand,"182,700",12.92,2021,12,Wednesday
3996,Trailer,623.0,2010.0,HALCROW,White,2021-12-01,109,Trailer,Standard,Wellington,New Zealand,"543,500",67.52,2021,12,Wednesday
3997,Trailer,623.0,1998.0,HOMEBUILT,Blue,2021-10-16,102,Trailer,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,10,Saturday
3998,Trailer,623.0,2009.0,DAYTECH,Blue,2021-12-22,101,Trailer,Standard,Northland,New Zealand,"201,500",16.11,2021,12,Wednesday
3999,Boat Trailer,623.0,1999.0,VOYAGER,Grey,2022-02-01,102,Trailer,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Tuesday
4000,Caravan,519.0,2005.0,AVONDALE,White,2022-02-27,114,Caravan,Standard,Canterbury,New Zealand,"655,000",14.72,2022,2,Sunday
4001,Trailer,623.0,2009.0,ELITE8 X 4,Silver,2022-02-14,114,Trailer,Standard,Canterbury,New Zealand,"655,000",14.72,2022,2,Monday
4002,Trailer,623.0,2009.0,ONE,Silver,2022-03-15,115,Trailer,Standard,Otago,New Zealand,"246,000",7.89,2022,3,Tuesday
4003,Boat Trailer,549.0,1993.0,HOSKING V17,Silver,2022-04-04,101,Homebuilt,Standard,Northland,New Zealand,"201,500",16.11,2022,4,Monday
4004,Trailer,595.0,2010.0,UNBRAKED TANDEM,Silver,2022-03-25,116,Pinto,Standard,Southland,New Zealand,"102,400",3.28,2022,3,Friday
4005,Trailer,623.0,2009.0,DOMESTIC,Silver,2022-01-13,102,Trailer,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Thursday
4006,Trailer,623.0,2009.0,AVON,Grey,2021-12-13,102,Trailer,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,12,Monday
4007,Utility,580.0,1998.0,L200,Green,2022-02-23,104,Mitsubishi,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,2,Wednesday
4008,Saloon,548.0,2004.0,COMMODORE,Blue,2022-03-21,103,Holden,Standard,Waikato,New Zealand,"513,800",21.5,2022,3,Monday
4009,Hatchback,564.0,1996.0,PRIDE,Silver,2022-01-30,102,Kia,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Sunday
4010,Other Truck,556.0,2022.0,N SERIES,White,2022-03-25,115,Isuzu,Standard,Otago,New Zealand,"246,000",7.89,2022,3,Friday
4011,Stationwagon,619.0,2000.0,CAMRY,White,2022-03-15,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Tuesday
4012,Utility,587.0,1995.0,NAVARA,White,2022-02-28,101,Nissan,Standard,Northland,New Zealand,"201,500",16.11,2022,2,Monday
4013,Saloon,587.0,2007.0,SKYLINE,Black,2021-11-21,102,Nissan,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Sunday
4014,Utility,577.0,2020.0,X-CLASS,Black,2022-02-18,102,Mercedes-Benz,Luxury,Auckland,New Zealand,"1,695,200",343.09,2022,2,Friday
4015,Stationwagon,619.0,2004.0,CALDINA,Silver,2022-02-28,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2022,2,Monday
4016,Light Van,580.0,2012.0,L300,White,2022-04-04,102,Mitsubishi,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,4,Monday
4017,Stationwagon,564.0,2022.0,SORENTO,Grey,2022-03-21,102,Kia,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Monday
4018,Other Truck,540.0,1991.0,XLT ECONOVAN,Blue,2022-03-05,106,Ford,Standard,Hawke's Bay,New Zealand,"182,700",12.92,2022,3,Saturday
4019,Saloon,550.0,2008.0,ACCORD,Grey,2022-03-10,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Thursday
4020,Stationwagon,507.0,2015.0,RS4,Grey,2022-02-09,102,Audi,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Wednesday
4021,Hatchback,619.0,2014.0,AQUA,Black,2022-03-31,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Thursday
4022,Hatchback,619.0,2016.0,AQUA,Silver,2022-04-04,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,4,Monday
4023,Utility,587.0,2022.0,NAVARA,Black,2022-04-01,104,Nissan,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,4,Friday
4024,Hatchback,619.0,1998.0,STARLET,Grey,2022-03-02,109,Toyota,Standard,Wellington,New Zealand,"543,500",67.52,2022,3,Wednesday
4025,Hatchback,619.0,2008.0,RACTIS,Red,2022-03-03,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Thursday
4026,Hatchback,619.0,2014.0,AQUA,White,2022-04-01,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,4,Friday
4027,Stationwagon,610.0,2006.0,LEGACY,Black,2021-11-21,102,Subaru,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Sunday
4028,Saloon,548.0,2003.0,BERLINA,Silver,2022-03-31,104,Holden,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,3,Thursday
4029,Saloon,512.0,2005.0,323I,Blue,2022-04-03,102,BMW,Luxury,Auckland,New Zealand,"1,695,200",343.09,2022,4,Sunday
4030,Stationwagon,512.0,2012.0,X5,Silver,2022-04-02,102,BMW,Luxury,Auckland,New Zealand,"1,695,200",343.09,2022,4,Saturday
4031,Light Van,577.0,2018.0,SPRINTER,Yellow,2022-03-22,102,Mercedes-Benz,Luxury,Auckland,New Zealand,"1,695,200",343.09,2022,3,Tuesday
4032,Utility,580.0,2014.0,TRITON,Silver,2022-03-26,102,Mitsubishi,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Saturday
4033,Flat Deck Truck,556.0,1990.0,NKR250,White,2022-02-19,111,Isuzu,Standard,Nelson,New Zealand,"54,500",129.15,2022,2,Saturday
4034,Saloon,587.0,1996.0,PRIMERA,Grey,2022-03-21,109,Nissan,Standard,Wellington,New Zealand,"543,500",67.52,2022,3,Monday
4035,Flat Deck Truck,619.0,1990.0,HI LUX,White,2022-01-26,109,Toyota,Standard,Wellington,New Zealand,"543,500",67.52,2022,1,Wednesday
4036,Saloon,619.0,2005.0,MARKX,Silver,2022-03-25,104,Toyota,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,3,Friday
4037,Mobile Home - Light,540.0,1998.0,TRANSIT,White,2022-01-17,102,Ford,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Monday
4038,Saloon,548.0,1990.0,COMMODORE EXECUTIVE,Red,2022-04-02,115,Holden,Standard,Otago,New Zealand,"246,000",7.89,2022,4,Saturday
4039,Saloon,587.0,1990.0,SENTRA,Silver,2021-10-18,108,Nissan,Standard,Manawatū-Whanganui,New Zealand,"258,200",11.62,2021,10,Monday
4040,Utility,580.0,1990.0,L200 SPORT,Grey,2021-10-07,108,Mitsubishi,Standard,Manawatū-Whanganui,New Zealand,"258,200",11.62,2021,10,Thursday
4041,Sports Car,619.0,1990.0,COROLLA L/B MAN,White,2022-03-30,105,Toyota,Standard,Gisborne,New Zealand,"52,100",6.21,2022,3,Wednesday
4042,Hatchback,576.0,1991.0,ASTINA GLX,Blue,2022-01-30,114,Mazda,Standard,Canterbury,New Zealand,"655,000",14.72,2022,1,Sunday
4043,Utility,580.0,1991.0,L200,Blue,2021-12-25,109,Mitsubishi,Standard,Wellington,New Zealand,"543,500",67.52,2021,12,Saturday
4044,Saloon,580.0,1991.0,LANCER,Silver,2022-03-02,101,Mitsubishi,Standard,Northland,New Zealand,"201,500",16.11,2022,3,Wednesday
4045,Other Truck,580.0,1991.0,L200,Red,2021-11-07,102,Mitsubishi,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Sunday
4046,Stationwagon,610.0,1991.0,LEGACY,White,2022-04-02,102,Subaru,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,4,Saturday
4047,Utility,619.0,1991.0,HILUX 2.4 CAB/C,Red,2022-03-08,104,Toyota,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,3,Tuesday
4048,Saloon,550.0,1991.0,CIVIC 4DR LX MAN,Red,2021-11-23,109,Honda,Standard,Wellington,New Zealand,"543,500",67.52,2021,11,Tuesday
4049,Light Van,540.0,1991.0,ECONOVAN LWB GLAS,Brown,2021-12-06,104,Ford,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,12,Monday
4050,Trailer,562.0,2010.0,K744T,Grey,2022-04-02,101,Kea,Standard,Northland,New Zealand,"201,500",16.11,2022,4,Saturday
4051,Trailer,623.0,2000.0,LIGHT,Silver,2022-01-29,104,Trailer,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,1,Saturday
4052,Trailer,623.0,2010.0,FACTORY BUILT,White,2022-03-01,107,Trailer,Standard,Taranaki,New Zealand,"127,300",17.55,2022,3,Tuesday
4053,Boat Trailer,623.0,2006.0,BOAT,Silver,2022-03-28,104,Trailer,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,3,Monday
4054,Trailer - Heavy,623.0,2010.0,SULLAIR 185,Yellow,2022-03-22,103,Trailer,Standard,Waikato,New Zealand,"513,800",21.5,2022,3,Tuesday
4055,Trailer,562.0,2010.0,K85SAT,Silver,2021-11-17,101,Kea,Standard,Northland,New Zealand,"201,500",16.11,2021,11,Wednesday
4056,Boat Trailer,618.0,2006.0,5M BOAT TRAILER,Grey,2021-10-11,115,Toko,Standard,Otago,New Zealand,"246,000",7.89,2021,10,Monday
4057,Trailer - Heavy,623.0,2010.0,4A TIPPER TRAILER,Green,2022-02-16,102,Trailer,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Wednesday
4058,Trailer,623.0,2010.0,TANDEM,Silver,2021-10-18,104,Trailer,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,10,Monday
4059,Trailer,514.0,2010.0,8X4,Silver,2021-11-14,111,Briford,Standard,Nelson,New Zealand,"54,500",129.15,2021,11,Sunday
4060,Boat Trailer,549.0,1990.0,BOAT TRAILER,Grey,2022-03-20,103,Homebuilt,Standard,Waikato,New Zealand,"513,800",21.5,2022,3,Sunday
4061,Boat Trailer,623.0,1997.0,BOAT,Grey,2021-11-28,102,Trailer,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Sunday
4062,Trailer,623.0,2001.0,HOMEBUILT,Green,2022-03-19,114,Trailer,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Saturday
4063,Trailer,623.0,2010.0,CLOSED IN,White,2022-01-10,102,Trailer,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Monday
4064,Trailer,623.0,2007.0,SHUTTLE,White,2022-03-15,107,Trailer,Standard,Taranaki,New Zealand,"127,300",17.55,2022,3,Tuesday
4065,Stationwagon,507.0,2008.0,Q7,Grey,2021-10-26,109,Audi,Standard,Wellington,New Zealand,"543,500",67.52,2021,10,Tuesday
4066,Trailer,623.0,2011.0,8X5 ELITE TANDEM,Silver,2022-01-17,111,Trailer,Standard,Nelson,New Zealand,"54,500",129.15,2022,1,Monday
4067,Trailer,595.0,2011.0,BRAKED TANDEM,Silver,2022-02-02,102,Pinto,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Wednesday
4068,Trailer,549.0,2011.0,TRAILER,Silver,2022-01-01,111,Homebuilt,Standard,Nelson,New Zealand,"54,500",129.15,2022,1,Saturday
4069,Boat Trailer,623.0,2005.0,KEVIN HYDE ENG,Silver,2022-03-08,114,Trailer,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Tuesday
4070,Trailer,514.0,2011.0,"8X4-6""",Silver,2022-03-07,114,Briford,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Monday
4071,Trailer,623.0,2011.0,DOMESTIC TRAILER,Silver,2022-02-21,103,Trailer,Standard,Waikato,New Zealand,"513,800",21.5,2022,2,Monday
4072,Trailer,623.0,2011.0,TRAILER WORLD 10X6,Silver,2021-12-08,102,Trailer,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,12,Wednesday
4073,Trailer,623.0,2011.0,EUTE 8X4 5,Silver,2022-02-06,109,Trailer,Standard,Wellington,New Zealand,"543,500",67.52,2022,2,Sunday
4074,Trailer,623.0,2011.0,ELITE 8X4 T,Silver,2022-03-05,114,Trailer,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Saturday
4075,Trailer - Heavy,623.0,2011.0,KEA,Silver,2021-11-17,102,Trailer,Standard,Auckland,New Zealand,"1,695,200",343.09,2021,11,Wednesday
4076,Trailer,623.0,1976.0,HOMEMADE,Red,2021-11-25,109,Trailer,Standard,Wellington,New Zealand,"543,500",67.52,2021,11,Thursday
4077,Caravan,519.0,1970.0,15FT POPTP,White,2022-01-20,109,Caravan,Standard,Wellington,New Zealand,"543,500",67.52,2022,1,Thursday
4078,Trailer - Heavy,623.0,2011.0,ATLAS COPCO XAS97,Yellow,2022-02-04,108,Trailer,Standard,Manawatū-Whanganui,New Zealand,"258,200",11.62,2022,2,Friday
4079,Trailer,623.0,2011.0,PRESCOTT,Silver,2021-11-16,104,Trailer,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,11,Tuesday
4080,Trailer - Heavy,623.0,2011.0,GENERATOR,Grey,2022-03-10,102,Trailer,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Thursday
4081,Trailer,514.0,1993.0,6X4,Blue,2022-03-21,114,Briford,Standard,Canterbury,New Zealand,"655,000",14.72,2022,3,Monday
4082,Trailer,623.0,2011.0,BRIFORD 6X4,Silver,2021-12-06,114,Trailer,Standard,Canterbury,New Zealand,"655,000",14.72,2021,12,Monday
4083,Trailer,623.0,2011.0,SEDCO,Silver,2022-02-15,104,Trailer,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,2,Tuesday
4084,Hatchback,550.0,1987.0,CIVIC 3 DR,White,2021-10-23,111,Honda,Standard,Nelson,New Zealand,"54,500",129.15,2021,10,Saturday
4085,Hatchback,587.0,1991.0,SENTRA,Blue,2021-12-05,104,Nissan,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,12,Sunday
4086,Utility,587.0,1987.0,NAVARA 4WD,Black,2021-12-26,114,Nissan,Standard,Canterbury,New Zealand,"655,000",14.72,2021,12,Sunday
4087,Saloon,619.0,1991.0,COROLLA SED AUT,Green,2021-11-24,115,Toyota,Standard,Otago,New Zealand,"246,000",7.89,2021,11,Wednesday
4088,Hatchback,619.0,2013.0,AQUA,White,2022-01-11,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Tuesday
4089,Utility,619.0,1992.0,HILUX D/CAB,White,2022-02-04,109,Toyota,Standard,Wellington,New Zealand,"543,500",67.52,2022,2,Friday
4090,Light Van,580.0,1992.0,L300,Grey,2021-10-26,109,Mitsubishi,Standard,Wellington,New Zealand,"543,500",67.52,2021,10,Tuesday
4091,Saloon,576.0,1991.0,626 SEDAN GLX,Red,2022-02-18,104,Mazda,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,2,Friday
4092,Hatchback,540.0,1992.0,LASER GHIA,Grey,2022-01-26,114,Ford,Standard,Canterbury,New Zealand,"655,000",14.72,2022,1,Wednesday
4093,Saloon,580.0,1992.0,V3000,Blue,2021-12-15,105,Mitsubishi,Standard,Gisborne,New Zealand,"52,100",6.21,2021,12,Wednesday
4094,Utility,540.0,1992.0,COURIER XL,White,2021-11-20,104,Ford,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2021,11,Saturday
4095,Light Van,619.0,1992.0,HIACE,White,2022-03-02,104,Toyota,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,3,Wednesday
4096,Light Van,619.0,1992.0,HIACE 2.4ZR SR5,Red,2022-03-10,102,Toyota,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Thursday
4097,Sports Car,619.0,1992.0,COROLLA L/B MAN,Red,2022-03-29,115,Toyota,Standard,Otago,New Zealand,"246,000",7.89,2022,3,Tuesday
4098,Saloon,550.0,1992.0,CIVIC 4DR LX AUTO,Silver,2022-03-21,102,Honda,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,3,Monday
4099,Mobile Home - Light,619.0,1983.0,COASTER,White,2022-01-02,104,Toyota,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,1,Sunday
4100,Saloon,550.0,1992.0,ACCORD LX MAN,Red,2022-02-17,108,Honda,Standard,Manawatū-Whanganui,New Zealand,"258,200",11.62,2022,2,Thursday
4101,Utility,587.0,1988.0,NAVARA,White,2021-11-26,114,Nissan,Standard,Canterbury,New Zealand,"655,000",14.72,2021,11,Friday
4102,Light Van,619.0,1992.0,HIACE 2.4ZL MAN,White,2021-12-12,114,Toyota,Standard,Canterbury,New Zealand,"655,000",14.72,2021,12,Sunday
4103,Hatchback,540.0,1992.0,FESTIVA 1.3XL 3DR,Blue,2022-03-24,108,Ford,Standard,Manawatū-Whanganui,New Zealand,"258,200",11.62,2022,3,Thursday
4104,Utility,619.0,1993.0,HILUX 2.8 D/C,Red,2021-12-29,107,Toyota,Standard,Taranaki,New Zealand,"127,300",17.55,2021,12,Wednesday
4105,Light Van,619.0,1993.0,HIACE 2.4ZL H/B,White,2022-03-31,111,Toyota,Standard,Nelson,New Zealand,"54,500",129.15,2022,3,Thursday
4106,Boat Trailer,549.0,1993.0,HOSKING MULTI,Silver,2022-02-28,102,Homebuilt,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Monday
4107,Trailer - Heavy,623.0,2012.0,OTHER COMMERCIAL TRA,Silver,2022-02-01,104,Trailer,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,2,Tuesday
4108,Boat Trailer,623.0,2009.0,BOAT,Silver,2022-01-31,102,Trailer,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,1,Monday
4109,Trailer - Heavy,623.0,2011.0,HELMACK 10X5,Silver,2021-11-11,114,Trailer,Standard,Canterbury,New Zealand,"655,000",14.72,2021,11,Thursday
4110,Trailer,562.0,2011.0,KC105,Silver,2021-10-16,106,Kea,Standard,Hawke's Bay,New Zealand,"182,700",12.92,2021,10,Saturday
4111,Trailer,623.0,2006.0,MONOWAY,Green,2022-02-08,102,Trailer,Standard,Auckland,New Zealand,"1,695,200",343.09,2022,2,Tuesday
4112,Boat Trailer,623.0,2011.0,HOMEMADE,Silver,2021-12-24,115,Trailer,Standard,Otago,New Zealand,"246,000",7.89,2021,12,Friday
4113,Trailer,623.0,2008.0,HOMEBUILT,Silver,2022-03-17,103,Trailer,Standard,Waikato,New Zealand,"513,800",21.5,2022,3,Thursday
4114,Trailer,623.0,2011.0,FOXENG 850,Silver,2021-12-04,106,Trailer,Standard,Hawke's Bay,New Zealand,"182,700",12.92,2021,12,Saturday
4115,Trailer,623.0,2011.0,ELITE 7X4 S,Silver,2021-12-07,114,Trailer,Standard,Canterbury,New Zealand,"655,000",14.72,2021,12,Tuesday
4116,Trailer,623.0,2011.0,HOMEBUILT,Black,2022-03-19,104,Trailer,Standard,Bay of Plenty,New Zealand,"347,700",28.8,2022,3,Saturday
